,Track,Racer,Rank,Ghost,Status
1,C1,Fdzierva,1,0,
2,C1,"Ben Snel",2,0,
3,C1,"Zak McKracken",3,0,
4,C1,Trx,4,0,
5,C1,KHR,5,0,
6,C1,JTK,6,0,
7,C1,Petmorgo,7,0,
8,C1,Charles,8,0,
9,C1,PCK,9,0,
10,C2,Fdzierva,1,0,
11,C2,"Zak McKracken",2,0,
12,C2,"Ben Snel",3,0,
13,C2,"Roy Wiegerinck",4,0,
14,C2,"Thijs Wiegerinck",5,0,
15,C2,"Bonzai Joe",6,0,
16,C2,KHR,7,0,
17,C2,JTK,8,0,
18,C2,Trx,9,0,
19,C2,Adam,10,0,
20,C2,Petmorgo,11,0,
21,C3,"Roy Wiegerinck",1,0,
22,C3,"Bonzai Joe",2,0,
23,C3,"Ben Snel",3,0,
24,C3,"Zak McKracken",4,0,
25,C3,Petmorgo,5,0,
26,C3,"Hot Shot",6,0,
27,C4,"Roy Wiegerinck",1,0,
28,C4,"Ben Snel",2,0,
29,C4,"Bonzai Joe",2,0,
30,C4,"Zak McKracken",4,0,
31,C4,KHR,5,0,
32,C4,JTK,6,0,
33,C4,"The Never Sleeping",7,0,
34,C5,"Roy Wiegerinck",1,0,
35,C5,"Zak McKracken",2,0,
36,C5,"Ben Snel",3,0,
37,C5,"Sylvain Chabert",4,0,
38,C5,Nathan,5,0,
39,C5,Trx,6,0,
40,C5,KHR,7,0,
41,C6,"Roy Wiegerinck",1,0,
42,C6,"Sylvain Chabert",2,0,
43,C6,Argammon,3,0,
44,C6,Gus,4,0,
45,C6,"Zak McKracken",5,0,
46,C6,"Paulo Ribeiro",6,0,
47,C6,"Ben Snel",7,0,
48,C6,Brambi,8,0,
49,C6,Trx,9,0,
50,C6,Nick,10,0,
51,C7,"Roy Wiegerinck",1,0,
52,C7,"Zak McKracken",2,0,
53,C7,"Paulo Ribeiro",3,0,
54,C7,"Ben Snel",4,0,
55,C7,Argammon,5,0,
56,C7,Ravager,6,0,
57,C7,Tangent,7,0,
58,C7,Trx,8,0,
59,C7,Idiot,9,0,
60,C8,"Roy Wiegerinck",1,0,
61,C8,Bismarck,2,0,
62,C8,"Ben Snel",3,0,
63,C8,"Bonzai Joe",4,0,
64,C8,"Zak McKracken",5,0,
65,C8,Iribaar,6,0,
66,C8,Idiot,7,0,
67,C8,"Paulo Ribeiro",8,0,
68,C8,Trx,9,0,
69,C9,Bismarck,1,0,
70,C9,Argammon,2,0,
71,C9,"Bonzai Joe",3,0,
72,C9,"Ben Snel",4,0,
73,C9,"Zak McKracken",5,0,
74,C9,Juank_23,6,0,
75,C9,"Paulo Ribeiro",7,0,
76,C9,Idiot,8,0,
77,C9,Trx,9,0,
78,C9,Iribaar,10,0,
79,C10,Argammon,1,0,
80,C10,"Roy Wiegerinck",2,0,
81,C10,Bismarck,3,0,
82,C10,Usrin,4,0,
83,C10,"Bonzai Joe",5,0,
84,C10,"Pershing II",6,0,
85,C10,"Ben Snel",7,0,
86,C10,Dario,8,0,
87,C10,"Zak McKracken",9,0,
88,C10,"Skid Vicious",10,1,
89,C10,J-J,11,0,
90,C10,Juank_23,12,0,
91,C10,Ravager,13,0,
92,C10,Idiot,14,0,
93,C10,"Herr Otto Partz",15,1,
94,C10,Trx,16,0,
95,C10,"Joe Stallin",17,1,
96,C10,"Helen Wheels",18,1,
97,C10,"Bernie Rubber",19,1,
98,C10,"Cherry Chassis",20,1,
99,C11,"Roy Wiegerinck",1,0,
100,C11,"Bonzai Joe",2,0,
101,C11,"Pershing II",3,0,
102,C11,Argammon,4,0,
103,C11,Bismarck,5,0,
104,C11,"Ben Snel",6,0,
105,C11,Dario,7,0,
106,C11,Usrin,8,0,
107,C11,Juank_23,9,0,
108,C11,"Zak McKracken",10,0,
109,C11,"Rui Figueiredo",11,0,
110,C11,Roberto,12,0,
111,C11,"Skid Vicious",13,1,
112,C11,"Herr Otto Partz",14,1,
113,C11,"Helen Wheels",15,1,
114,C11,"Joe Stallin",16,1,
115,C11,"Cherry Chassis",17,1,
116,C11,"Bernie Rubber",18,1,
117,C12,"Roy Wiegerinck",1,0,
118,C12,Argammon,2,0,
119,C12,"Bonzai Joe",3,0,
120,C12,"Ben Snel",4,0,
121,C12,Usrin,5,0,
122,C12,"Akoss Poo",6,0,
123,C12,Bismarck,7,0,
124,C12,"Pershing II",8,0,
125,C12,Dario,9,0,
126,C12,"Fred Merc",10,0,
127,C12,"Judge Greg",11,0,
128,C12,"Skid Vicious",12,1,
129,C12,"Helen Wheels",13,1,
130,C12,"Joe Stallin",14,1,
131,C12,"Zak McKracken",15,0,
132,C12,Eszter,16,0,
133,C12,"Herr Otto Partz",17,1,
134,C12,"Cordi MontSerrat",18,0,
135,C12,Roberto,19,0,
136,C12,Charles,20,0,
137,C12,"Cherry Chassis",21,1,
138,C12,"Bernie Rubber",22,1,
139,C13,"Bonzai Joe",1,0,
140,C13,"Roy Wiegerinck",2,0,
141,C13,"Pershing II",3,0,
142,C13,"Akoss Poo",4,0,
143,C13,"Ben Snel",5,0,
144,C13,Usrin,6,0,
145,C13,Bismarck,7,0,
146,C13,"Zak McKracken",8,0,
147,C13,CTG,9,0,
148,C13,"Cordi MontSerrat",10,0,
149,C13,"Ukyo Katayama",11,1,
150,C13,Eszter,12,0,
151,C13,"Short Cutfinder",13,1,
152,C14,"Roy Wiegerinck",1,0,
153,C14,"Ben Snel",2,0,
154,C14,"Bonzai Joe",3,0,
155,C14,Bismarck,4,0,
156,C14,"Alan Rotoi",5,0,
157,C14,Usrin,6,0,
158,C14,"Akoss Poo",7,0,
159,C14,"Zak McKracken",7,0,
160,C14,CTG,9,0,
161,C14,"Pershing II",10,0,
162,C14,"Cordi MontSerrat",11,0,
163,C14,Juank_23,12,0,
164,C14,"Ukyo Katayama",13,1,
165,C14,Mingva,14,0,
166,C14,"Skid Vicious",15,1,
167,C14,"Herr Otto Partz",16,1,
168,C14,"Eddie Brother",17,0,
169,C14,"Helen Wheels",18,1,
170,C14,"Joe Stallin",19,1,
171,C14,Eszter,20,0,
172,C14,"Bernie Rubber",21,1,
173,C14,"Peter Szabo",22,0,
174,C14,"Cherry Chassis",23,1,
175,C14,SDK,24,0,
176,P1,"Roy Wiegerinck",1,0,
177,P1,"Bonzai Joe",2,0,
178,P1,Mingva,3,0,
179,P1,"Alan Rotoi",4,0,
180,P1,"Pershing II",5,0,
181,P1,Alain,6,0,
182,P1,"Ben Snel",7,0,
183,P1,Usrin,8,0,
184,P1,"Akoss Poo",9,0,
185,P1,"Eddie Brother",10,0,
186,P1,CTG,11,0,
187,P1,"Zak McKracken",12,0,
188,C15,"Roy Wiegerinck",1,0,
189,C15,"Bonzai Joe",2,0,
190,C15,"Alan Rotoi",3,0,
191,C15,"Akoss Poo",4,0,
192,C15,Bismarck,5,0,
193,C15,Usrin,6,0,
194,C15,"Ben Snel",7,0,
195,C15,CTG,8,0,
196,C15,Alain,9,0,
197,C15,Mingva,10,0,
198,C15,"Pershing II",11,0,
199,C15,"Ukyo Katayama",12,1,
200,C15,"Zak McKracken",13,0,
201,C15,Juank_23,14,0,
202,C15,"Eddie Brother",15,0,
203,C15,"Judge Greg",16,0,
204,P2,Mingva,1,0,
205,P2,"Alan Rotoi",2,0,
206,P2,Alain,3,0,
207,P2,"Akoss Poo",4,0,
208,P2,Usrin,4,0,
209,P2,Bismarck,6,0,
210,P2,"Roy Wiegerinck",7,0,
211,P2,"Judge Greg",8,0,
212,P2,CTG,9,0,
213,C16,"Alan Rotoi",1,0,
214,C16,Alain,2,0,
215,C16,"Bonzai Joe",3,0,
216,C16,"Akoss Poo",4,0,
217,C16,Mingva,5,0,
218,C16,"Roy Wiegerinck",6,0,
219,C16,Bismarck,7,0,
220,C16,"Zak McKracken",8,0,
221,C16,"Krys TOFF",9,0,
222,C16,"Eddie Brother",10,0,
223,C16,Usrin,11,0,
224,C16,"Ben Snel",12,0,
225,C16,"Rui Figueiredo",13,0,
226,C16,"Judge Greg",14,0,
227,C16,S@mpi,15,0,
228,C16,"Evair E. Monenegro",16,0,
229,P3,Usrin,1,0,
230,P3,"Akoss Poo",2,0,
231,P3,Alain,3,0,
232,P3,Mingva,4,0,
233,P3,"Krys TOFF",5,0,
234,P3,"Alan Rotoi",6,0,
235,P3,"Bonzai Joe",7,0,
236,P3,CMG,8,0,
237,P3,"Zak McKracken",9,0,
238,P3,"Eddie Brother",10,0,
239,P3,LQR,11,0,
240,P3,S@mpi,12,0,
241,C17,"Alan Rotoi",1,0,
242,C17,"Bonzai Joe",2,0,
243,C17,"Zak McKracken",3,0,
244,C17,"Roy Wiegerinck",4,0,
245,C17,"Akoss Poo",5,0,
246,C17,Alain,6,0,
247,C17,LQR,7,0,
248,C17,Mingva,8,0,
249,C17,Usrin,9,0,
250,C17,"Ben Snel",9,0,
251,C17,"Krys TOFF",11,0,
252,C17,"Rui Figueiredo",12,0,
253,C17,CMG,13,0,
254,C17,"Skid Vicious",14,1,
255,C17,"Herr Otto Partz",15,1,
256,C17,"Shoegazing Leo",16,0,
257,C17,"Joe Stallin",17,1,
258,C17,"Helen Wheels",17,1,
259,C17,Dave,19,0,
260,C17,S@mpi,20,0,
261,C17,"Bernie Rubber",21,1,
262,C17,"Cherry Chassis",22,1,
263,C18,"Alan Rotoi",1,0,
264,C18,Alain,2,0,
265,C18,"Bonzai Joe",3,0,
266,C18,"Ben Snel",4,0,
267,C18,"Zak McKracken",5,0,
268,C18,Mingva,6,0,
269,C18,"Roy Wiegerinck",7,0,
270,C18,CTG,8,0,
271,C18,"Bolo Yeung",9,1,
272,C18,Usrin,10,0,
273,C18,"Krys TOFF",11,0,
274,C18,"Ukyo Katayama",12,1,
275,C18,"Shoegazing Leo",13,0,
276,C18,"Andre Geo",14,0,
277,C19,"Bonzai Joe",1,0,
278,C19,"Alan Rotoi",2,0,
279,C19,Argammon,3,0,
280,C19,"Zak McKracken",3,0,
281,C19,Alain,5,0,
282,C19,Mingva,6,0,
283,C19,"Akoss Poo",7,0,
284,C19,"Krys TOFF",8,0,
285,C19,"Ben Snel",9,0,
286,C19,CTG,10,0,
287,C19,Usrin,11,0,
288,C19,"Ukyo Katayama",12,1,
289,C19,"Bolo Yeung",13,1,
290,C19,"Andre Geo",14,0,
291,C19,"Shoegazing Leo",15,0,
292,C19,"Neil McRae",16,0,
293,C19,Szabee,17,0,
294,C19,Vlad,18,0,
295,C20,"Bonzai Joe",1,0,
296,C20,"Alan Rotoi",2,0,
297,C20,Alain,3,0,
298,C20,"Akoss Poo",4,0,
299,C20,"Zak McKracken",5,0,
300,C20,Usrin,5,0,
301,C20,"Krys TOFF",7,0,
302,C20,Mingva,8,0,
303,C20,CTG,9,0,
304,C20,"Bolo Yeung",10,1,
305,C20,"Shoegazing Leo",11,0,
306,C20,"Andre Geo",12,0,
307,C20,Manowar,13,0,
308,C20,Vlad,14,0,
309,C20,Koenovic,15,0,
310,C21,"Bonzai Joe",1,0,
311,C21,"Alan Rotoi",2,0,
312,C21,"Akoss Poo",3,0,
313,C21,Argammon,4,0,
314,C21,"Krys TOFF",5,0,
315,C21,"Zak McKracken",6,0,
316,C21,Alain,7,0,
317,C21,CTG,8,0,
318,C21,Mingva,9,0,
319,C21,Bismarck,10,0,
320,C21,PedroAntonio,11,0,
321,C21,Usrin,12,0,
322,C21,"Andre Geo",13,0,
323,C21,LQR,14,0,
324,C21,Dayan,15,0,
325,C21,Rudo,16,0,
326,C21,Doelloos,17,0,
327,C21,"Shoegazing Leo",18,0,
328,C21,A.J.,19,0,
329,C21,XDude_NL,20,0,
330,C21,"Eric Rucker",21,0,
331,C21,Koenovic,22,0,
332,C22,"Alan Rotoi",1,0,
333,C22,"Bonzai Joe",2,0,
334,C22,Alain,3,0,
335,C22,"Akoss Poo",3,0,
336,C22,Argammon,5,0,
337,C22,"Zak McKracken",6,0,
338,C22,CTG,7,0,
339,C22,XDude_NL,8,0,
340,C22,Mingva,9,0,
341,C22,Doelloos,10,0,
342,C22,Usrin,11,0,
343,C22,"Krys TOFF",12,0,
344,C22,Dayan,13,0,
345,C22,Rudo,14,0,
346,C22,Bismarck,15,0,
347,C22,"Shoegazing Leo",16,0,
348,C22,PedroAntonio,17,0,
349,C22,"Norbert Schneider",18,0,
350,C23,"Bonzai Joe",1,0,
351,C23,Argammon,2,0,
352,C23,"Akoss Poo",3,0,
353,C23,XDude_NL,4,0,
354,C23,Doelloos,5,0,
355,C23,Icecube,6,0,
356,C23,Mingva,7,0,
357,C23,"Zak McKracken",8,0,
358,C23,Usrin,9,0,
359,C23,"Alan Rotoi",10,0,
360,C23,"Krys TOFF",11,0,
361,C23,CTG,12,0,
362,C23,PedroAntonio,13,0,
363,C23,"Shoegazing Leo",14,0,
364,C23,"Daffy Duck",15,0,
365,C23,"Tweety Bird",16,0,
366,C24,Argammon,1,0,
367,C24,Alain,2,0,
368,C24,"Alan Rotoi",3,0,
369,C24,"Akoss Poo",4,0,
370,C24,"Krys TOFF",5,0,
371,C24,"Bonzai Joe",6,0,
372,C24,Usrin,7,0,
373,C24,CTG,7,0,
374,C24,"Zak McKracken",9,0,
375,C24,Mingva,10,0,
376,C24,XDude_NL,11,0,
377,C24,Doelloos,12,0,
378,C24,"Shoegazing Leo",13,0,
379,C24,"Neil McRae",14,0,
380,C24,"Daffy Duck",15,0,
381,C24,"Tweety Bird",16,0,
382,C25,"Bonzai Joe",1,0,
383,C25,Alain,2,0,
384,C25,"Akoss Poo",3,0,
385,C25,CTG,4,0,
386,C25,"Bolo Yeung",5,1,
387,C25,Usrin,6,0,
388,C25,"Krys TOFF",7,0,
389,C25,"Zak McKracken",8,0,
390,C25,Myron,9,0,
391,C25,"Shoegazing Leo",10,0,
392,C25,Mingva,11,0,
393,C25,Lupuszka,12,0,
394,C25,JTK,13,0,
395,C25,"Neil McRae",14,0,
396,C25,"Tweety Bird",15,0,
397,C25,"Daffy Duck",16,0,
398,C26,Alain,1,0,
399,C26,"Akoss Poo",2,0,
400,C26,"Alan Rotoi",3,0,
401,C26,"Bonzai Joe",4,0,
402,C26,CTG,5,0,
403,C26,"Krys TOFF",6,0,
404,C26,Usrin,7,0,
405,C26,"Zak McKracken",8,0,
406,C26,XDude_NL,9,0,
407,C26,Doelloos,10,0,
408,C26,Argammon,11,0,
409,C26,Mingva,12,0,
410,C26,Myron,13,0,
411,C26,"Shoegazing Leo",14,0,
412,C26,Böbszlee,15,0,
413,C26,Dabuek,16,0,
414,C26,JTK,17,0,
415,C26,"Neil McRae",18,0,
416,C26,"Daffy Duck",19,0,
417,C26,"Tweety Bird",20,0,
418,C26,Schila,21,0,
419,C27,Alain,1,0,
420,C27,"Akoss Poo",2,0,
421,C27,XDude_NL,3,0,
422,C27,Myron,4,0,
423,C27,Doelloos,5,0,
424,C27,"Bonzai Joe",6,0,
425,C27,CTG,7,0,
426,C27,"Zak McKracken",8,0,
427,C27,Usrin,9,0,
428,C27,"Krys TOFF",10,0,
429,C27,satanziege,11,0,
430,C27,"Vasilij Orlov",12,0,
431,C27,Dabuek,13,0,
432,C27,"Shoegazing Leo",14,0,
433,C27,Böbszlee,15,0,
434,C27,JTK,16,0,
435,C27,Schila,17,0,
436,C27,"Neil McRae",18,0,
437,C27,"Daffy Duck",19,0,
438,C27,"Tweety Bird",20,0,
439,C28,Alain,1,0,
440,C28,"Akoss Poo",2,0,
441,C28,XDude_NL,3,0,
442,C28,Usrin,4,0,
443,C28,Doelloos,5,0,
444,C28,"Bonzai Joe",6,0,
445,C28,"Zak McKracken",7,0,
446,C28,"Alan Rotoi",8,0,
447,C28,satanziege,9,0,
448,C28,"Krys TOFF",10,0,
449,C28,"Fernando Brito",11,0,
450,C28,Dabuek,12,0,
451,C28,"Shoegazing Leo",13,0,
452,C28,"Vasilij Orlov",14,0,
453,C28,JTK,15,0,
454,C28,Schila,16,0,
455,C29,Alain,1,0,
456,C29,Argammon,1,0,
457,C29,"Krys TOFF",3,0,
458,C29,Mingva,4,0,
459,C29,"Akoss Poo",5,0,
460,C29,"Fernando Brito",6,0,
461,C29,"Zak McKracken",7,0,
462,C29,Usrin,8,0,
463,C29,"Bonzai Joe",9,0,
464,C29,satanziege,10,0,
465,C29,"Alan Rotoi",11,0,
466,C29,XDude_NL,12,0,
467,C29,Mushi,13,0,
468,C29,"Shoegazing Leo",14,0,
469,C29,Ranger,15,0,
470,C29,JTK,16,0,
471,C29,"Neil McRae",17,0,
472,C29,Dabuek,18,0,
473,C29,KHR,19,0,
474,C30,"Bonzai Joe",1,0,
475,C30,Alain,2,0,
476,C30,"Akoss Poo",3,0,
477,C30,Usrin,4,0,
478,C30,"Zak McKracken",5,0,
479,C30,"Krys TOFF",6,0,
480,C30,Mingva,7,0,
481,C30,satanziege,8,0,
482,C30,"Fernando Brito",9,0,
483,C30,XDude_NL,10,0,
484,C30,THORGAL,11,0,
485,C30,"Kert Rift",12,0,
486,C30,"Shoegazing Leo",13,0,
487,C30,Mushi,14,0,
488,C30,Ranger,15,0,
489,C30,KHR,16,0,
490,C30,JTK,17,0,
491,C30,"Daffy Duck",18,0,
492,C30,"Tweety Bird",19,0,
493,C31,Alain,1,0,
494,C31,Argammon,2,0,
495,C31,"Akoss Poo",3,0,
496,C31,Mingva,4,0,
497,C31,CTG,5,0,
498,C31,"Krys TOFF",6,0,
499,C31,"Zak McKracken",7,0,
500,C31,"Bonzai Joe",8,0,
501,C31,satanziege,9,0,
502,C31,"Fernando Brito",10,0,
503,C31,Ranger,11,0,
504,C31,XDude_NL,12,0,
505,C31,Floflo81,13,0,
506,C31,Looger,14,0,
507,C31,"Shoegazing Leo",15,0,
508,C31,JTK,16,0,
509,C32,Mingva,1,0,
510,C32,Alain,2,0,
511,C32,Argammon,3,0,
512,C32,"Bonzai Joe",4,0,
513,C32,"Krys TOFF",5,0,
514,C32,"Zak McKracken",6,0,
515,C32,"Akoss Poo",7,0,
516,C32,CTG,8,0,
517,C32,"Fernando Brito",9,0,
518,C32,Guga,10,0,
519,C32,Nigno,11,0,
520,C32,satanziege,12,0,
521,C32,Floflo81,13,0,
522,C32,Ranger,14,0,
523,C32,"Shoegazing Leo",15,0,
524,C32,JTK,16,0,
525,C32,"Daffy Duck",17,0,
526,C32,"Tweety Bird",18,0,
527,C33,Argammon,1,0,
528,C33,"Bonzai Joe",2,0,
529,C33,"Akoss Poo",3,0,
530,C33,Mingva,4,0,
531,C33,CTG,5,0,
532,C33,"Zak McKracken",6,0,
533,C33,"Krys TOFF",7,0,
534,C33,Usrin,8,0,
535,C33,Guga,9,0,
536,C33,satanziege,10,0,
537,C33,Alain,11,0,
538,C33,Gutix,12,0,
539,C33,Ranger,13,0,
540,C33,"Shoegazing Leo",14,0,
541,C34,Argammon,1,0,
542,C34,CTG,2,0,
543,C34,"Akoss Poo",3,0,
544,C34,"Zak McKracken",4,0,
545,C34,Alain,5,0,
546,C34,Gutix,6,0,
547,C34,"Bonzai Joe",7,0,
548,C34,"Alan Rotoi",8,0,
549,C34,"Krys TOFF",9,0,
550,C34,Usrin,10,0,
551,C34,satanziege,11,0,
552,C34,DieselJoe,12,0,
553,C34,Mingva,13,0,
554,C34,Guga,14,0,
555,C34,caesar,15,0,
556,C34,"Shoegazing Leo",16,0,
557,C34,"Ford Perfect",17,0,
558,C34,"Daffy Duck",18,0,
559,C34,"Tweety Bird",19,0,
560,C34,Lupuszka,20,0,
