Track,Racer,Rank,Ghost,Status
C233,"Shoegazing Leo",13,0,
C233,"Stan 286XT",14,0,EX3
C234,Duplode,1,0,
C234,"Alan Rotoi",2,0,
C234,CTG,3,0,
C234,"Akoss Poo",4,0,
C234,Marco,5,0,
C234,Overdrijf,6,0,
C234,"Zak McKracken",7,0,
C234,dreadnaut,8,0,
C234,KyLiE,9,0,
C234,Friker,10,0,
C234,Heretic,11,0,
C234,afullo,12,0,
C234,Zapper,13,0,
C234,Cas,14,0,
C234,Usrin,15,0,
C234,"Shoegazing Leo",16,0,
C234,Igor,17,0,
C234,matamo,18,0,
C234,Daniel3D,19,0,
C234,KaoS,20,0,EX2
C234,Straycat,21,0,EX3
C234,"Stan 286XT",22,0,EX2
C235,CTG,1,0,
C235,Duplode,2,0,
C235,"Alan Rotoi",3,0,
C235,KyLiE,4,0,
C235,Overdrijf,5,0,
C235,Marco,6,0,
C235,dreadnaut,7,0,
C235,GTAMan15,8,0,
C235,Zapper,9,0,
C235,afullo,10,0,
C235,Heretic,11,0,
C235,"Zak McKracken",12,0,EX2
C235,"Cool Gaddafi",13,0,
C235,"Shoegazing Leo",14,0,
C235,Cas,15,0,
C235,KaoS,16,0,EX2
C235,Straycat,17,0,
C235,matamo,18,0,
C235,Daniel3D,19,0,
C235,Igor,20,0,
C235,ZdnBurns,21,0,
C235,"Stan 286XT",22,0,EX2
C236,CTG,1,0,
C236,"Akoss Poo",2,0,
C236,Duplode,3,0,
C236,Overdrijf,4,0,
C236,"Alan Rotoi",5,0,
C236,KyLiE,6,0,
C236,dreadnaut,7,0,
C236,Zapper,8,0,
C236,Heretic,9,0,
C236,GTAMan15,10,0,
C236,dosbox92,11,0,
C236,afullo,12,0,
C236,Cas,13,0,
C236,"Shoegazing Leo",14,0,
C236,Seeker1982,15,0,EX2
C236,Marco,16,0,EX2
C236,KaoS,17,0,EX2
C236,Igor,18,0,
C236,Straycat,19,0,EX3
C236,"Johnny Alaska",20,0,
C236,"Stan 286XT",21,0,EX3
C237,Duplode,1,0,
C237,"Akoss Poo",2,0,
C237,Seeker1982,3,0,
C237,CTG,4,0,
C237,"Alan Rotoi",5,0,
C237,KyLiE,6,0,
C237,dreadnaut,7,0,
C237,Zapper,8,0,
C237,Ryoma,9,0,
C237,Heretic,10,0,
C237,GTAMan15,11,0,
C237,afullo,12,0,
C237,Overdrijf,13,0,
C237,Cas,14,0,
C237,"Shoegazing Leo",15,0,
C237,Igor,16,0,
C237,matamo,17,0,
C237,KaoS,18,0,EX2
C237,Marco,19,0,EX2
C237,"Stan 286XT",20,0,
C238,"Alan Rotoi",1,0,
C238,Duplode,2,0,
C238,"Akoss Poo",3,0,
C238,Friker,4,0,
C238,KyLiE,5,0,
C238,Ryoma,6,0,
C238,dreadnaut,7,0,
C238,Overdrijf,8,0,
C238,Zapper,9,0,
C238,afullo,10,0,
C238,Heretic,11,0,
C238,Igor,12,0,
C238,GTAMan15,13,0,
C238,Cas,14,0,
C238,matamo,15,0,
C238,"Stan 286XT",16,0,
C238,"Shoegazing Leo",17,0,
C238,KaoS,18,0,EX2
C238,AMG,19,0,
C238,satanziege,20,0,
C238,Straycat,21,0,EX3
C239,"Alan Rotoi",1,0,
C239,Duplode,2,0,
C239,KyLiE,3,0,
C239,Overdrijf,4,0,
C239,Friker,5,0,
C239,Zapper,6,0,
C239,dreadnaut,7,0,
C239,Ryoma,8,0,
C239,Heretic,9,0,
C239,afullo,10,0,
C239,Cas,11,0,
C239,1337haxoryt,12,0,
C239,"Shoegazing Leo",13,0,
C239,KaoS,14,0,EX2
C239,Igor,15,0,
C239,"Stan 286XT",16,0,EX3
C240,"Alan Rotoi",1,0,
C240,Zapper,2,0,
C240,Duplode,3,0,
C240,Overdrijf,4,0,
C240,Friker,5,0,
C240,KyLiE,6,0,
C240,Heretic,7,0,
C240,afullo,8,0,
C240,dreadnaut,9,0,
C240,Ryoma,10,0,
C240,"Shoegazing Leo",11,0,
C240,Cas,12,0,
C240,1337haxoryt,13,0,
C240,KaoS,14,0,EX2
C240,"Stan 286XT",15,0,EX3
C241,"Alan Rotoi",1,0,
C241,Duplode,2,0,
C241,KyLiE,3,0,
C241,CTG,4,0,
C241,Zapper,5,0,
C241,Heretic,6,0,
C241,dreadnaut,7,0,
C241,Overdrijf,8,0,
C241,afullo,9,0,
C241,Cas,10,0,
C241,"Shoegazing Leo",11,0,
C241,KaoS,12,0,EX2
C241,"Stan 286XT",13,0,EX3
C242,"Alan Rotoi",1,0,
C242,Duplode,2,0,
C242,Overdrijf,3,0,
C242,KyLiE,4,0,
C242,Zapper,5,0,
C242,afullo,6,0,
C242,Heretic,7,0,
C242,dreadnaut,8,0,
C242,Cas,9,0,
C242,"Shoegazing Leo",10,0,EX3
C242,KaoS,11,0,EX2
C242,"Stan 286XT",12,0,EX3
C243,Duplode,1,0,
C243,"Alan Rotoi",2,0,
C243,dreadnaut,3,0,
C243,KyLiE,4,0,
C243,Zapper,5,0,
C243,Ryoma,6,0,
C243,Overdrijf,7,0,
C243,Frieshansen,8,0,
C243,afullo,9,0,
C243,Cas,10,0,
C243,Heretic,11,0,
C243,"Shoegazing Leo",12,0,
C243,Marco,13,0,EX2
C243,Igor,14,0,
C243,Daniel3D,15,0,
C243,"Stan 286XT",16,0,EX3
C243,GTAMan15,17,0,EX3
C244,Duplode,1,0,
C244,"Alan Rotoi",2,0,
C244,KyLiE,3,0,
C244,"Akoss Poo",4,0,
C244,Zapper,5,0,
C244,dreadnaut,6,0,
C244,Frieshansen,7,0,
C244,Overdrijf,8,0,
C244,Heretic,9,0,
C244,Cas,10,0,
C244,Ryoma,11,0,
C244,Usrin,12,0,
C244,afullo,13,0,
C244,"Shoegazing Leo",14,0,
C244,Daniel3D,15,0,
C244,matamo,16,0,
C244,"Stan 286XT",17,0,EX3
C245,"Alan Rotoi",1,0,
C245,CTG,2,0,
C245,Duplode,3,0,
C245,Zapper,4,0,
C245,KyLiE,5,0,
C245,Heretic,6,0,
C245,Overdrijf,7,0,
C245,Frieshansen,8,0,
C245,dreadnaut,9,0,
C245,afullo,10,0,
C245,Cas,11,0,
C245,"Shoegazing Leo",12,0,
C245,matamo,13,0,
C245,"Stan 286XT",14,0,
C245,Daniel3D,15,0,EX3
C245,Marco,16,0,EX2
C245,Ryoma,17,0,EX2
C246,"Alan Rotoi",1,0,
C246,CTG,2,0,
C246,"Akoss Poo",3,0,
C246,Duplode,4,0,
C246,Usrin,5,0,
C246,dreadnaut,6,0,
C246,"Bonzai Joe",7,0,
C246,KyLiE,8,0,
C246,Zapper,9,0,
C246,"Zak McKracken",10,0,
C246,Frieshansen,11,0,
C246,Heretic,12,0,
C246,Ryoma,13,0,
C246,Overdrijf,14,0,
C246,afullo,15,0,
C246,Cas,16,0,
C246,"Shoegazing Leo",17,0,
C246,"Stan 286XT",18,0,
C246,ZdnBurns,19,0,
C246,KaoS,20,0,EX2
C247,"Alan Rotoi",1,0,
C247,CTG,2,0,
C247,Duplode,3,0,
C247,"Akoss Poo",4,0,
C247,Usrin,5,0,
C247,dreadnaut,6,0,
C247,Zapper,7,0,
C247,KyLiE,8,0,
C247,Heretic,9,0,
C247,Overdrijf,10,0,
C247,Frieshansen,11,0,
C247,Cas,12,0,
C247,afullo,13,0,
C247,"Shoegazing Leo",14,0,
C247,ZdnBurns,15,0,
C247,"Stan 286XT",16,0,EX3
C247,sd4000,17,0,EX3
C248,"Alan Rotoi",1,0,
C248,CTG,2,0,
C248,KyLiE,3,0,
C248,Duplode,4,0,
C248,Frieshansen,5,0,
C248,dreadnaut,6,0,
C248,Usrin,7,0,
C248,Zapper,8,0,
C248,Ryoma,9,0,
C248,Overdrijf,10,0,
C248,Heretic,11,0,
C248,Cas,12,0,
C248,afullo,13,0,
C248,"Shoegazing Leo",14,0,
C248,Hokuszpok,15,0,
C248,ZdnBurns,16,0,
C248,sebastianali302,17,0,
C248,"Stan 286XT",18,0,
C249,Duplode,1,0,
C249,"Alan Rotoi",2,0,
C249,CTG,3,0,
C249,"Akoss Poo",4,0,
C249,Usrin,5,0,
C249,KyLiE,6,0,
C249,Frieshansen,7,0,
C249,Heretic,8,0,
C249,Zapper,9,0,
C249,Ryoma,10,0,
C249,Cas,11,0,
C249,dreadnaut,12,0,
C249,afullo,13,0,
C249,"Shoegazing Leo",14,0,
C249,Hokuszpok,15,0,
C249,Daniel3D,16,0,
C249,"Stan 286XT",17,0,EX3
C250,"Alan Rotoi",1,0,
C250,Duplode,2,0,
C250,CTG,3,0,
C250,Frieshansen,4,0,
C250,KyLiE,5,0,
C250,Zapper,6,0,
C250,Heretic,7,0,
C250,dreadnaut,8,0,
C250,Cas,9,0,
C250,afullo,10,0,
C250,"Shoegazing Leo",11,0,
C250,"Stan 286XT",12,0,EX3
C251,dreadnaut,1,0,
C251,"Alan Rotoi",2,0,
C251,Frieshansen,3,0,
C251,Duplode,4,0,
C251,KyLiE,5,0,
C251,Overdrijf,6,0,
C251,Cas,7,0,
C251,Heretic,8,0,
C251,Zapper,9,0,
C251,afullo,10,0,
C251,"Shoegazing Leo",11,0,
C251,"Stan 286XT",12,0,EX3
C252,Duplode,1,0,
C252,"Alan Rotoi",2,0,
C252,KyLiE,3,0,
C252,Marco,4,0,
C252,Frieshansen,5,0,
C252,dreadnaut,6,0,
C252,Zapper,7,0,
C252,Heretic,8,0,
C252,Overdrijf,9,0,
C252,Cas,10,0,
C252,afullo,11,0,
C252,"Shoegazing Leo",12,0,
C252,Daniel3D,13,0,
C252,"Stan 286XT",14,0,
C253,"Alan Rotoi",1,0,
C253,dreadnaut,2,0,
C253,Frieshansen,3,0,
C253,Duplode,4,0,
C253,KyLiE,5,0,
C253,Zapper,6,0,
C253,Overdrijf,7,0,
C253,Heretic,8,0,
C253,afullo,9,0,
C253,"Shoegazing Leo",10,0,
C253,Cas,11,0,
C253,"Stan 286XT",12,0,
C253,Daniel3D,13,0,
C253,HunterBoy344,14,0,
C254,"Alan Rotoi",1,0,
C254,Frieshansen,2,0,
C254,Duplode,3,0,
C254,Usrin,4,0,
C254,KyLiE,5,0,
C254,Zapper,6,0,
C254,dreadnaut,7,0,
C254,Overdrijf,8,0,
C254,Heretic,9,0,
C254,Cas,10,0,
C254,Kaweashkar,11,0,
C254,afullo,12,0,
C254,"Shoegazing Leo",13,0,
C254,"Stan 286XT",14,0,
C254,HunterBoy344,15,0,
C254,Daniel3D,16,0,
C254,"Erik Barros",17,0,EX3
C255,Duplode,1,0,
C255,Usrin,2,0,
C255,"Alan Rotoi",3,0,
C255,Zapper,4,0,
C255,KyLiE,5,0,
C255,Frieshansen,6,0,
C255,Overdrijf,7,0,
C255,dreadnaut,8,0,
C255,Heretic,9,0,
C255,afullo,10,0,
C255,"Shoegazing Leo",11,0,
C255,"Erik Barros",12,0,
C255,Cas,13,0,
C255,"Stan 286XT",14,0,
C255,Daniel3D,15,0,
C255,satanziege,16,0,
C255,Lisolet,17,0,
C255,HunterBoy344,18,0,EX3
C256,"Alan Rotoi",1,0,
C256,Duplode,2,0,
C256,Overdrijf,3,0,
C256,Frieshansen,4,0,
C256,Zapper,5,0,
C256,KyLiE,6,0,
C256,Heretic,7,0,
C256,dreadnaut,8,0,
C256,"Erik Barros",9,0,
C256,afullo,10,0,
C256,"Shoegazing Leo",11,0,
C256,Usrin,12,0,
C256,Cas,13,0,EX3
C256,"Stan 286XT",14,0,EX3
C257,Duplode,1,0,
C257,"Alan Rotoi",2,0,
C257,Argammon,3,0,
C257,Zapper,4,0,
C257,Frieshansen,5,0,
C257,KyLiE,6,0,
C257,CTG,7,0,
C257,dreadnaut,8,0,
C257,Overdrijf,9,0,
C257,Heretic,10,0,
C257,Cas,11,0,
C257,Shorty,12,0,
C257,LA108,13,0,
C257,"Erik Barros",14,0,
C257,afullo,15,0,
C257,Daniel3D,16,0,
C257,"Shoegazing Leo",17,0,
C257,"Stan 286XT",18,0,
C257,DusteD,19,0,
C258,Duplode,1,0,
C258,Argammon,2,0,
C258,"Alan Rotoi",3,0,
C258,Friker,4,0,
C258,KyLiE,5,0,
C258,Frieshansen,6,0,
C258,Overdrijf,7,0,
C258,"Mark Nailwood",8,0,
C258,Zapper,9,0,
C258,dreadnaut,10,0,
C258,Ryoma,11,0,
C258,"Erik Barros",12,0,
C258,Heretic,13,0,
C258,Cas,14,0,
C258,afullo,15,0,
C258,Shorty,16,0,
C258,"Stan 286XT",17,0,
C258,"Shoegazing Leo",18,0,EX3
C258,Daniel3D,19,0,EX3
C259,Duplode,1,0,
C259,Argammon,2,0,
C259,"Alan Rotoi",3,0,
C259,Friker,4,0,
C259,Frieshansen,5,0,
C259,KyLiE,6,0,
C259,dreadnaut,7,0,
C259,Zapper,8,0,
C259,Overdrijf,9,0,
C259,Ryoma,10,0,
C259,Heretic,11,0,
C259,"Erik Barros",12,0,
C259,"Mark Nailwood",13,0,
C259,Rody,14,0,
C259,afullo,15,0,
C259,"Shoegazing Leo",16,0,
C259,Cas,17,0,
C259,"Stan 286XT",18,0,
C259,Shorty,19,0,
C259,Daniel3D,20,0,
C259,HunterBoy344,21,0,EX3
C260,Argammon,1,0,
C260,Duplode,2,0,
C260,"Alan Rotoi",3,0,
C260,Friker,4,0,
C260,Overdrijf,5,0,
C260,Frieshansen,6,0,
C260,KyLiE,7,0,
C260,"Erik Barros",8,0,
C260,dreadnaut,9,0,
C260,Zapper,10,0,
C260,Ryoma,11,0,
C260,Heretic,12,0,
C260,GTAMan15,13,0,
C260,"Mark Nailwood",14,0,
C260,Cas,15,0,
C260,afullo,16,0,
C260,"Shoegazing Leo",17,0,
C260,Rody,18,0,
C260,"Stan 286XT",19,0,
C260,Shorty,20,0,EX3
C261,Argammon,1,0,
C261,KyLiE,2,0,
C261,Duplode,3,0,
C261,"Alan Rotoi",4,0,
C261,Frieshansen,5,0,
C261,"Erik Barros",6,0,
C261,Friker,7,0,
C261,dreadnaut,8,0,
C261,Overdrijf,9,0,
C261,GTAMan15,10,0,
C261,Zapper,11,0,
C261,"Mark Nailwood",12,0,
C261,Ryoma,13,0,
C261,Cas,14,0,
C261,afullo,15,0,
C261,Heretic,16,0,
C261,"Shoegazing Leo",17,0,
C261,Shorty,18,0,
C261,Rody,19,0,
C261,"Stan 286XT",20,0,
C262,Argammon,1,0,
C262,Duplode,2,0,
C262,KyLiE,3,0,
C262,"Erik Barros",4,0,
C262,Zapper,5,0,
C262,Frieshansen,6,0,
C262,Overdrijf,7,0,
C262,dreadnaut,8,0,
C262,Ryoma,9,0,
C262,"Mark Nailwood",10,0,
C262,Heretic,11,0,
C262,Cas,12,0,
C262,Friker,13,0,
C262,afullo,14,0,
C262,"Alan Rotoi",15,0,
C262,"Shoegazing Leo",16,0,
C262,Spoonboy,17,0,
C262,Daniel3D,18,0,
C262,Igor,19,0,
C262,Shorty,20,0,
C262,Tijn,21,0,
C262,"Stan 286XT",22,0,EX3
C263,Argammon,1,0,
C263,Duplode,2,0,
C263,"Alan Rotoi",3,0,
C263,KyLiE,4,0,
C263,Frieshansen,5,0,
C263,"Erik Barros",6,0,
C263,Overdrijf,7,0,
C263,Zapper,8,0,
C263,dreadnaut,9,0,
C263,"Mark Nailwood",10,0,
C263,Ryoma,11,0,
C263,dstien,12,0,
C263,Cas,13,0,
C263,Heretic,14,0,
C263,DJHiP,15,0,
C263,Tijn,16,0,
C263,afullo,17,0,
C263,"Shoegazing Leo",18,0,
C263,Spoonboy,19,0,
C263,Mwalrus,20,0,EX3
C263,"Stan 286XT",21,0,EX3
C263,LUCA8788,22,0,EX3
C263,Alecu,23,0,EX3
C264,Argammon,1,0,
C264,Duplode,2,0,
C264,KyLiE,3,0,
C264,"Alan Rotoi",4,0,
C264,"Erik Barros",5,0,
C264,Frieshansen,6,0,
C264,Zapper,7,0,
C264,Overdrijf,8,0,
C264,Ryoma,9,0,
C264,Cas,10,0,
C264,dreadnaut,11,0,
C264,"Mark Nailwood",12,0,
C264,dstien,13,0,
C264,DJHiP,14,0,
C264,Spoonboy,15,0,
C264,Pulse,16,0,
C264,afullo,17,0,
C264,"Shoegazing Leo",18,0,
C264,Shorty,19,0,
C264,ThiagoSB,20,0,
C264,"Stan 286XT",21,0,
C264,Alecu,22,0,
C265,Duplode,1,0,
C265,Argammon,2,0,
C265,KyLiE,3,0,
C265,"Alan Rotoi",4,0,
C265,Frieshansen,5,0,
C265,Marco,6,0,
C265,Zapper,7,0,
C265,"Erik Barros",8,0,
C265,"Mark Nailwood",9,0,
C265,Ryoma,10,0,
C265,Overdrijf,11,0,
C265,Cas,12,0,
C265,Spoonboy,13,0,
C265,dreadnaut,14,0,
C265,dstien,15,0,
C265,"Shoegazing Leo",16,0,
C265,afullo,17,0,
C265,Shorty,18,0,
C265,Pulse,19,0,
C265,"Stan 286XT",20,0,
C265,HunterBoy344,21,0,
C265,Alecu,22,0,EX3
C266,Duplode,1,0,
C266,Argammon,2,0,
C266,"Alan Rotoi",3,0,
C266,Frieshansen,4,0,
C266,"Erik Barros",5,0,
C266,Friker,6,0,
C266,dreadnaut,7,0,
C266,KyLiE,8,0,
C266,Overdrijf,9,0,
C266,"Mark Nailwood",10,0,
C266,Marco,11,0,
C266,Zapper,12,0,
C266,dstien,13,0,
C266,Spoonboy,14,0,
C266,Heretic,15,0,
C266,Ryoma,16,0,
C266,afullo,17,0,
C266,"Shoegazing Leo",18,0,
C266,Cas,19,0,
C266,"Stan 286XT",20,0,
C266,Alecu,21,0,
C266,HunterBoy344,22,0,
C266,satanziege,23,0,EX1
C267,Argammon,1,0,
C267,Duplode,2,0,
C267,Frieshansen,3,0,
C267,"Alan Rotoi",4,0,
C267,KyLiE,5,0,
C267,Overdrijf,6,0,
C267,Spoonboy,7,0,
C267,Zapper,8,0,
C267,"Mark Nailwood",9,0,
C267,"Erik Barros",10,0,
C267,dreadnaut,11,0,
C267,Cas,12,0,
C267,Marco,13,0,
C267,Ryoma,14,0,
C267,afullo,15,0,
C267,"Shoegazing Leo",16,0,
C267,dstien,17,0,
C267,Friker,18,0,
C267,"Stan 286XT",19,0,
C267,Alecu,20,0,
C268,Argammon,1,0,
C268,"Alan Rotoi",2,0,
C268,KyLiE,3,0,
C268,Duplode,4,0,
C268,Frieshansen,5,0,
C268,"Erik Barros",6,0,
C268,Zapper,7,0,
C268,"Mark Nailwood",8,0,
C268,Spoonboy,9,0,
C268,dreadnaut,10,0,
C268,Ryoma,11,0,
C268,Overdrijf,12,0,
C268,dstien,13,0,
C268,Cas,14,0,
C268,afullo,15,0,
C268,"Shoegazing Leo",16,0,
C268,"Stan 286XT",17,0,
C268,Alecu,18,0,
C269,Argammon,1,0,
C269,"Alan Rotoi",2,0,
C269,Duplode,3,0,
C269,"Erik Barros",4,0,
C269,KyLiE,5,0,
C269,Frieshansen,6,0,
C269,Spoonboy,7,0,
C269,Zapper,8,0,
C269,"Mark Nailwood",9,0,
C269,Ryoma,10,0,
C269,dreadnaut,11,0,
C269,Ferrao,12,0,
C269,Marco,13,0,
C269,Cas,14,0,
C269,"Shoegazing Leo",15,0,
C269,afullo,16,0,
C269,dstien,17,0,
C269,Daniel3D,18,0,
C269,Overdrijf,19,0,EX3
C269,"Stan 286XT",20,0,EX3
C269,Alecu,21,0,EX3
